Vendor SKU,Shape,Carat,Color,Fancy Color Description,Clarity,Cut,Depth,Table Percent,Polish,Crown Angle,Crown Height,Lower Half,Pavlilion Angle,Pavillion Depth,Star Length,Facet,Symmetry,Fluorescence,Measurements,Culet,Girdle,Cert Lab,Cert ID,Cert Lab 2,Cert ID 2,Vendor Price(Total),Vendor Price Per Carat,Memo Flag,Eye Clean,Milky,Brand,Inscription,Country Of Origin,Country of Manufacture ,Pic URL,Canada Mark,Rio Tinto,Comments
473528,Round,0.3,E,,SI2,Excellent,60.6,60,Very Good,32.5,13,75,41.8,,50,,Excellent,None,4.37 * 4.35 * 2.64,P,Medium,GIA,2366171080,,,311.04,1036.8,No,Yes,No,Regular,,ISR,ISR,,,,
277660,PEAR,0.34,E,,VVS1,,67.6,53,Excellent,0,0,0,0,,0,,Very Good,None,5.82 * 3.79 * 2.56,P,Thick,GIA,6342295303,,,403.92,1188,No,Yes,No,Regular,,ISR,ISR,,,,
251560,MARQUISE,0.34,E,,VVS2,,65.2,60,Very Good,0,0,0,0,,0,,Good,None,7.46 * 3.53 * 2.30,P,Slightly Thick,GIA,5211184316,,,404.6544,1190.16,No,Yes,No,Regular,,ISR,ISR,,,,
298240,HEART,0.34,D,,VS2,,65.2,54,Good,0,0,0,0,,0,,Good,None,4.20 * 4.62 * 3.01,P,Slightly Thick,GIA,1369310136,,,418.2408,1230.12,No,Yes,No,Regular,,ISR,ISR,,,,
442776,Round,0.34,H,,IF,Excellent,61.5,58,Excellent,34.5,14.5,75,41,,50,,Excellent,Medium Blue,4.52 * 4.49 * 2.77,P,Medium,GIA,1369231211,,,430.7256,1266.84,No,Yes,No,Regular,,ISR,ISR,,,,
426482,Round,0.34,G,,VS1,Excellent,62.3,59,Excellent,36,15,75,41,,50,,Excellent,Medium Blue,4.46 * 4.42 * 2.77,P,Medium,GIA,2367312068,,,436.2336,1283.04,No,Yes,No,Regular,,ISR,ISR,,,,
403009,Round,0.34,H,,VS2,Excellent,62.8,57,Excellent,34.5,15,75,41.4,,50,,Excellent,None,4.48 * 4.46 * 2.81,P,Medium,GIA,5363170830,,,439.5384,1292.76,No,Yes,No,Regular,,ISR,ISR,,,,
250655,PEAR,1.02,K,,SI2,,61.4,55,Excellent,0,0,0,0,,0,,Very Good,Faint Blue,8.69 * 5.66 * 3.47,P,Medium,GIA,6351389079,,,1518.0048,1488.24,No,Yes,No,Regular,,ISR,ISR,,,,
405169,Round,0.3,D,,VVS1,Very Good,62.2,60,Excellent,35,14,80,41.6,,50,,Excellent,Strong Blue,4.29 * 4.27 * 2.66,P,Medium,GIA,2368118187,,,437.4,1458,No,Yes,No,Regular,,ISR,ISR,,,,
483468,Round,0.3,F,,VVS1,Very Good,64,56,Very Good,37,17,75,40.4,,50,,Good,None,4.22 * 4.18 * 2.69,P,Medium,GIA,5366224092,,,437.4,1458,No,Yes,No,Regular,,ISR,ISR,,,,
402609,Round,0.3,D,,VS1,Very Good,63.1,59,Excellent,36.5,15,75,40.6,,55,,Good,None,4.24 * 4.15 * 2.65,P,Thick,GIA,5211184586,,,438.048,1460.16,No,Yes,No,Regular,,ISR,ISR,,,,
428757,Round,0.3,D,,VS1,Very Good,60.4,62,Very Good,30.5,11,75,41.6,,50,,Good,None,4.33 * 4.28 * 2.60,P,Slightly Thick,GIA,6365269170,,,438.048,1460.16,No,Yes,No,Regular,,ISR,ISR,,,,
400779,Round,0.3,D,,VS2,Very Good,57.4,62,Very Good,31.5,11.5,75,40.6,,50,,Very Good,Faint Blue,4.43 * 4.41 * 2.54,None,Medium,GIA,5211158408,,,451.008,1503.36,No,Yes,No,Regular,,ISR,ISR,,,,
477667,Round,0.3,D,,VS2,Very Good,63.4,56,Very Good,36,16,75,41,,50,,Very Good,Faint Blue,4.25 * 4.22 * 2.68,P,Medium,GIA,6361228789,,,451.008,1503.36,No,Yes,No,Regular,,ISR,ISR,,,,
488820,Round,0.3,F,,VVS1,Very Good,62.5,57,Very Good,35,15,75,40.6,,50,,Good,None,4.25 * 4.19 * 2.64,P,Slightly Thick,GIA,2358920256,,,463.644,1545.48,No,Yes,No,Regular,,ISR,ISR,,,,
495418,Round,0.3,D,,VVS1,Very Good,62.3,57,Very Good,37,16,75,40.2,,50,,Very Good,Medium Blue,4.29 * 4.23 * 2.65,P,Medium,GIA,7351759375,,,466.56,1555.2,No,Yes,No,Regular,,ISR,ISR,,,,
406174,Round,0.3,D,,IF,Good,64.5,57,Very Good,38,17,80,40.6,,50,,FR,None,4.21 * 4.14 * 2.69,P,Medium,GIA,1353546876,,,543.348,1811.16,No,Yes,No,Regular,,ISR,ISR,,,,
422694,Round,0.3,F,,IF,Excellent,61.5,57,Excellent,35.5,15,75,40.6,,50,,Very Good,None,4.31 * 4.29 * 2.65,P,Medium,GIA,6365228093,,,544.968,1816.56,No,Yes,No,Regular,,ISR,ISR,,,,
479534,Round,0.3,D,,VVS1,Excellent,59.4,58,Excellent,32.5,13.5,75,40.8,,45,,Excellent,Faint Blue,4.39 * 4.38 * 2.61,P,Medium,GIA,3365179287,,,554.04,1846.8,No,Yes,No,Regular,,ISR,ISR,,,,
416375,Round,0.3,D,,VVS1,Excellent,60.8,59,Excellent,34,14,80,41,,50,,Excellent,Faint Blue,4.34 * 4.31 * 2.63,P,Medium,GIA,2215184441,,,554.04,1846.8,No,Yes,No,Regular,,ISR,ISR,,,,
470894,Round,0.3,F,,IF,Excellent,59.3,59,Very Good,32.5,13,75,40.8,,45,,Very Good,None,4.38 * 4.34 * 2.58,P,Medium,GIA,6362154071,,,573.156,1910.52,No,Yes,No,Regular,,ISR,ISR,,,,
743560,Round,0.71,K,,SI1,Very Good,64.9,56,Excellent,36.5,16.5,75,41,,50,,Very Good,Faint Blue,5.61 * 5.56 * 3.63,P,Slightly Thick,GIA,2354703350,,,864.1836,1217.16,No,Yes,No,Regular,,ISR,ISR,,,,
435688,Round,0.3,F,,VVS2,Very Good,64.3,59,Excellent,37,15.5,80,40.8,,55,,Very Good,Very Strong Blue,4.21 * 4.14 * 2.69,P,Slightly Thick,GIA,5366187228,,,405,1350,No,Yes,No,Regular,,ISR,ISR,,,,
414403,Round,0.34,D,,VS1,Excellent,61.3,60,Excellent,35.5,14.5,75,40.6,,50,,Excellent,Very Strong Blue,4.48 * 4.45 * 2.74,P,Medium,GIA,2348127216,,,467.8128,1375.92,No,Yes,No,Regular,,ISR,ISR,,,,
467092,Round,0.34,G,,IF,Excellent,62.8,57,Excellent,35.5,15.5,80,41,,50,,Excellent,Medium Blue,4.48 * 4.45 * 2.80,P,Medium,GIA,2366093410,,,477.36,1404,No,Yes,No,Regular,,ISR,ISR,,,,
414530,Round,0.34,F,,VVS1,Excellent,62.2,56,Excellent,35,15.5,75,40.6,,50,,Excellent,Strong Blue,4.47 * 4.44 * 2.77,P,Medium,GIA,6352793461,,,505.6344,1487.16,No,Yes,No,Regular,,ISR,ISR,,,,
278925,EMERALD,0.3,E,,VVS1,,70.8,71,Very Good,0,0,0,0,,0,,Very Good,Faint Blue,4.48 * 3.12 * 2.21,P,Thick,GIA,2356718225,,,330.48,1101.6,No,Yes,No,Regular,,ISR,ISR,,,,
444416,Round,0.3,J,,IF,Excellent,59.7,60,Excellent,34,13.5,75,40.8,,50,,Excellent,None,4.38 * 4.35 * 2.61,P,Medium,GIA,7368189056,,,332.424,1108.08,No,Yes,No,Regular,,ISR,ISR,,,,
446821,Round,0.3,E,,SI2,Excellent,62.9,57,Excellent,35,15,80,41.2,,50,,Excellent,None,4.30 * 4.26 * 2.69,P,Slightly Thick,GIA,6362263445,,,331.776,1105.92,No,Yes,No,Regular,,ISR,ISR,,,,
415851,Round,0.3,H,,VS2,Good,56.6,66,Very Good,31.5,10.5,75,40.4,,55,,Very Good,None,4.42 * 4.41 * 2.50,P,Medium,GIA,5211184446,,,350.892,1169.64,No,Yes,No,Regular,,ISR,ISR,,,,
488286,Round,0.3,E,,VS1,Very Good,62.5,55,Excellent,36.5,16.5,75,40.2,,50,,Very Good,None,4.27 * 4.23 * 2.66,None,Medium,GIA,6217159944,,,482.112,1607.04,No,Yes,No,Regular,,ISR,ISR,,,,
423465,Round,0.32,G,,IF,Excellent,60.8,61,Excellent,32.5,12.5,80,41.6,,50,,Excellent,Strong Blue,4.44 * 4.41 * 2.69,P,Medium,GIA,7363484616,,,476.2368,1488.24,No,Yes,No,Regular,,ISR,ISR,,,,
434082,Round,0.32,G,,IF,Excellent,62.4,57,Excellent,36,15.5,80,40.6,,50,,Excellent,Faint Blue,4.38 * 4.35 * 2.72,P,Slightly Thick,GIA,6365170608,,,494.208,1544.4,No,Yes,No,Regular,,ISR,ISR,,,,
401740,Round,0.31,F,,IF,Excellent,58.9,61,Excellent,32.5,12.5,75,40.8,,45,,Excellent,Medium Blue,4.42 * 4.39 * 2.60,P,Medium,GIA,5212158990,,,514.5876,1659.96,No,Yes,No,Regular,,ISR,ISR,,,,
496102,Round,0.31,F,,VVS1,Excellent,59.3,62,Very Good,33,12.5,75,41.4,,50,,Excellent,None,4.43 * 4.40 * 2.62,P,Thin,GIA,6214159904,,,533.3364,1720.44,No,Yes,No,Regular,,ISR,ISR,,,,
423788,Round,0.4,D,,VS1,Excellent,62.3,55,Excellent,35,16,75,40.6,,50,,Very Good,None,4.73 * 4.68 * 2.93,P,Medium,GIA,3365226481,,,790.56,1976.4,No,Yes,No,Regular,,ISR,ISR,,,,
497086,Round,0.4,F,,VS1,Excellent,63.6,56,Very Good,36,16,75,41.2,,45,,Very Good,None,4.70 * 4.65 * 2.97,P,Medium,GIA,7368262802,,,798.336,1995.84,No,Yes,No,Regular,,ISR,ISR,,,,
458473,Round,0.3,E,,IF,Excellent,61.8,57,Excellent,35,15,75,40.6,,45,,Very Good,None,4.30 * 4.28 * 2.65,P,Medium,GIA,1216222526,,,612.684,2042.28,No,Yes,No,Regular,,ISR,ISR,,,,
498324,Round,0.3,D,,IF,Very Good,63.9,56,Very Good,38,17,75,40.4,,50,,Very Good,None,4.23 * 4.18 * 2.69,P,Medium,GIA,6365173945,,,644.436,2148.12,No,Yes,No,Regular,,ISR,ISR,,,,
427049,Round,0.3,D,,IF,Excellent,61.9,58,Excellent,35.5,15,75,40.6,,45,,Very Good,Faint Blue,4.31 * 4.24 * 2.65,P,Medium,GIA,7368228232,,,720.252,2400.84,No,Yes,No,Regular,,ISR,ISR,,,,
438169,Round,0.3,D,,IF,Excellent,62.9,57,Excellent,34,14.5,80,41.8,,50,,Very Good,None,4.29 * 4.25 * 2.69,P,Slightly Thick,GIA,1353547232,,,758.16,2527.2,No,Yes,No,Regular,,ISR,ISR,,,,
466609,Round,0.3,D,,IF,Excellent,60.4,59,Very Good,32.5,13,75,41.2,,50,,Very Good,None,4.37 * 4.33 * 2.63,P,Medium,GIA,6352282771,,,758.16,2527.2,No,Yes,No,Regular,,ISR,ISR,,,,
420733,Round,0.3,D,,IF,Excellent,62.5,56,Excellent,35.5,15.5,75,40.6,,50,,Very Good,None,4.28 * 4.24 * 2.66,P,Medium,GIA,6355758721,,,758.16,2527.2,No,Yes,No,Regular,,ISR,ISR,,,,
486250,Round,0.3,D,,VVS1,Very Good,61,61,Excellent,34,13,75,40.4,,50,,Good,None,4.29 * 4.23 * 2.60,P,Slightly Thick,GIA,7368175590,,,476.28,1587.6,No,Yes,No,Regular,,ISR,ISR,,,,
490869,Round,0.4,H,,IF,Excellent,63.1,56,Excellent,36.5,16.5,80,41,,50,,Excellent,Medium Blue,4.72 * 4.69 * 2.97,P,Thin,GIA,7368190460,,,618.192,1545.48,No,Yes,No,Regular,,ISR,ISR,,,,
489654,Round,0.3,F,,IF,Very Good,60.2,61,Excellent,31.5,11.5,75,41,,50,,Very Good,None,4.34 * 4.28 * 2.59,P,Slightly Thick,GIA,2215159804,,,535.572,1785.24,No,Yes,No,Regular,,ISR,ISR,,,,
431494,Round,0.28,E,,SI1,Excellent,60.3,61,Very Good,33,13,75,41,,45,,Excellent,None,4.24 * 4.21 * 2.55,P,Medium,GIA,6311913393,,,284.4968,1016.06,No,Yes,No,Regular,,ISR,ISR,,,,
491549,Round,0.28,D,,SI1,Very Good,61.8,58,Good,35.5,15,75,40.4,,50,,Very Good,None,4.18 * 4.15 * 2.58,P,Slightly Thick,GIA,7306967906,,,310.6236,1109.37,No,Yes,No,Regular,,ISR,ISR,,,,
448597,Round,0.28,D,,VVS2,Excellent,62.4,59,Excellent,36,15,80,41,,50,,Excellent,Medium Blue,4.19 * 4.16 * 2.61,P,Medium,GIA,6341349081,,,431.2224,1540.08,No,Yes,No,Regular,,ISR,ISR,,,,
407138,Round,0.29,G,,SI2,Very Good,60.2,64,Very Good,32.5,11.5,75,41,,50,,Good,None,4.30 * 4.24 * 2.57,P,Thin,GIA,5346998105,,,260.4548,898.12,No,Yes,No,Regular,,ISR,ISR,,,,
491472,Round,0.29,I,,SI1,Good,64.6,59,Very Good,36,15,75,41.8,,50,,Very Good,None,4.20 * 4.16 * 2.70,P,Thin,GIA,6341128600,,,262.9314,906.66,No,Yes,No,Regular,,ISR,ISR,,,,
456075,Round,0.29,J,,VS1,Excellent,61,59,Excellent,34,14,75,40.6,,50,,Very Good,Faint Blue,4.31 * 4.24 * 2.61,P,Thin,GIA,6345125551,,,267.786,923.4,No,Yes,No,Regular,,ISR,ISR,,,,
460636,Round,0.29,E,,SI2,Excellent,61.3,58,Excellent,35.5,15,80,40.6,,55,,Excellent,Faint Blue,4.31 * 4.28 * 2.63,P,Thin,GIA,2211008687,,,282.8196,975.24,No,Yes,No,Regular,,ISR,ISR,,,,
418721,Round,0.29,I,,VVS1,Very Good,60.3,59,Very Good,34,14,75,40.4,,45,,Very Good,Faint Blue,4.32 * 4.27 * 2.59,P,Medium,GIA,1317914601,,,325.0697,1120.93,No,Yes,No,Regular,,ISR,ISR,,,,
481596,Round,0.29,G,,VVS2,Very Good,64.2,57,Very Good,36,15.5,80,41.2,,50,,Good,None,4.23 * 4.15 * 2.69,P,Medium,GIA,1345745100,,,350.0938,1207.22,No,Yes,No,Regular,,ISR,ISR,,,,
425818,Round,0.29,I,,VVS1,Very Good,58.3,60,Excellent,32.5,12.5,75,40.6,,45,,Very Good,None,4.41 * 4.37 * 2.56,P,Medium,GIA,2346838847,,,358.5821,1236.49,No,Yes,No,Regular,,ISR,ISR,,,,
456235,Round,0.29,G,,VVS2,Very Good,62.7,57,Very Good,35.5,15.5,75,40.8,,50,,Very Good,Medium Blue,4.25 * 4.23 * 2.66,P,Very Thin,GIA,6341125107,,,371.7046,1281.74,No,Yes,No,Regular,,ISR,ISR,,,,
492021,Round,0.29,D,,VVS2,Good,60.8,65,Very Good,31.5,11,75,42.2,,50,,Good,Medium Blue,4.31 * 4.29 * 2.61,P,Slightly Thick,GIA,2346127847,,,383.5134,1322.46,No,Yes,No,Regular,,ISR,ISR,,,,
476019,Round,0.29,D,,VS1,Very Good,64.4,55,Excellent,33.5,15,75,42.2,,50,,Very Good,None,4.23 * 4.19 * 2.71,P,Slightly Thick,GIA,7351884293,,,387.4574,1336.06,No,Yes,No,Regular,,ISR,ISR,,,,
440351,Round,0.29,D,,VS1,Excellent,61.4,60,Excellent,33.5,13.5,75,41.2,,45,,Very Good,Medium Blue,4.29 * 4.25 * 2.62,P,Thin,GIA,5346126986,,,400.519,1381.1,No,Yes,No,Regular,,ISR,ISR,,,,
491190,Round,0.29,E,,VVS1,Very Good,61.2,61,Very Good,33,13,75,41.8,,50,,Good,Faint Blue,4.32 * 4.28 * 2.63,P,Medium,GIA,6342127642,,,402.9318,1389.42,No,Yes,No,Regular,,ISR,ISR,,,,
428379,Round,0.29,E,,IF,Very Good,63.2,57,Excellent,35,15,80,41.4,,50,,Excellent,Faint Blue,4.21 * 4.18 * 2.65,P,Medium,GIA,1349293293,,,504.8784,1740.96,No,Yes,No,Regular,,ISR,ISR,,,,
453240,Round,0.34,G,,IF,Excellent,63.3,56,Excellent,36,16,80,41.2,,50,,Excellent,Medium Blue,4.48 * 4.44 * 2.82,P,Medium,GIA,6365263470,,,525.096,1544.4,No,Yes,No,Regular,,ISR,ISR,,,,
472756,Round,0.34,F,,IF,Excellent,62.2,57,Excellent,35,15,80,40.8,,45,,Excellent,Faint Blue,4.47 * 4.44 * 2.78,P,Medium,GIA,2364226326,,,553.7376,1628.64,No,Yes,No,Regular,,ISR,ISR,,,,
451517,Round,0.34,D,,VVS2,Excellent,62.7,57,Excellent,35,15,75,41.2,,45,,Excellent,Medium Blue,4.46 * 4.44 * 2.79,P,Medium,GIA,6365224385,,,565.488,1663.2,No,Yes,No,Regular,,ISR,ISR,,,,
270065,EMERALD,0.3,E,,IF,,65.5,75,Very Good,0,0,0,0,,0,,FR,None,4.24 * 3.42 * 2.24,P,Slightly Thick,GIA,7341295361,,,365.148,1217.16,No,Yes,No,Regular,,ISR,ISR,,,,
450621,Round,0.3,I,,IF,Excellent,59.2,61,Excellent,32.5,12.5,75,40.8,,50,,Excellent,None,4.37 * 4.34 * 2.58,P,Medium,GIA,6361264046,,,387.828,1292.76,No,Yes,No,Regular,,ISR,ISR,,,,
412334,Round,0.3,I,,IF,Excellent,62.7,57,Excellent,35.5,15.5,80,41,,50,,Excellent,None,4.31 * 4.28 * 2.69,P,Medium,GIA,5212212506,,,387.828,1292.76,No,Yes,No,Regular,,ISR,ISR,,,,
299162,PEAR,0.37,D,,VVS1,,63.9,57,Very Good,0,0,0,0,,0,,Very Good,None,6.13 * 4.00 * 2.56,P,Thick,GIA,2344028829,,,588.2112,1589.76,No,Yes,No,Regular,,ISR,ISR,,,,
257581,HEART,0.37,D,,VVS1,,60.5,57,Very Good,0,0,0,0,,0,,Very Good,Faint Blue,4.24 * 5.03 * 3.04,P,Medium,GIA,2337713861,,,588.2112,1589.76,No,Yes,No,Regular,,ISR,ISR,,,,
428201,Round,0.37,E,,VS1,Excellent,61.9,58,Excellent,35.5,15,75,41.2,,55,,Excellent,Strong Blue,4.62 * 4.60 * 2.86,P,Thin,GIA,2364224618,,,594.6048,1607.04,No,Yes,No,Regular,,ISR,ISR,,,,
408193,Round,0.37,E,,VS1,Excellent,59.3,60,Excellent,33,13,75,41,,50,,Excellent,Medium Blue,4.69 * 4.67 * 2.78,P,Medium,GIA,6217184492,,,594.6048,1607.04,No,Yes,No,Regular,,ISR,ISR,,,,
467964,Round,0.37,D,,VS1,Excellent,61.9,59,Excellent,35,14.5,75,41.2,,45,,Excellent,Strong Blue,4.61 * 4.59 * 2.85,P,Slightly Thick,GIA,7363263512,,,602.5968,1628.64,No,Yes,No,Regular,,ISR,ISR,,,,
453734,Round,0.37,D,,VVS2,Excellent,59,61,Excellent,32.5,12.5,75,40.8,,45,,Excellent,Strong Blue,4.70 * 4.67 * 2.77,P,Medium,GIA,7366169734,,,637.7616,1723.68,No,Yes,No,Regular,,ISR,ISR,,,,
268595,PEAR,0.37,D,,IF,,69.9,56,Very Good,0,0,0,0,,0,,Very Good,None,5.69 * 3.91 * 2.73,P,Thick,GIA,6332107319,,,637.7616,1723.68,No,Yes,No,Regular,,ISR,ISR,,,,
458241,Round,0.37,D,,VVS2,Excellent,61.5,59,Excellent,34.5,14,80,41.2,,50,,Excellent,Strong Blue,4.63 * 4.61 * 2.84,P,Medium,GIA,6213158390,,,637.7616,1723.68,No,Yes,No,Regular,,ISR,ISR,,,,
423807,Round,0.37,D,,VS1,Excellent,61.4,58,Excellent,35.5,15,80,40.6,,50,,Excellent,Faint Blue,4.64 * 4.61 * 2.84,P,Medium,GIA,5363118079,,,685.7136,1853.28,No,Yes,No,Regular,,ISR,ISR,,,,
407961,Round,0.37,D,,VVS2,Excellent,58.7,61,Very Good,32.5,12.5,75,40.8,,50,,Very Good,None,4.69 * 4.67 * 2.75,P,Medium,GIA,2344127908,,,727.272,1965.6,No,Yes,No,Regular,,ISR,ISR,,,,
497604,Round,0.37,F,,IF,Excellent,63.2,56,Excellent,36.5,16.5,80,41,,50,,Excellent,Medium Blue,4.60 * 4.57 * 2.90,P,Medium,GIA,7352792896,,,741.6576,2004.48,No,Yes,No,Regular,,ISR,ISR,,,,
418738,Round,0.37,D,,VVS2,Excellent,61.8,60,Excellent,34,14,75,41.4,,50,,Excellent,Faint Blue,4.61 * 4.57 * 2.84,P,Medium,GIA,6352692427,,,772.0272,2086.56,No,Yes,No,Regular,,ISR,ISR,,,,
485782,Round,0.37,D,,VVS1,Very Good,64.7,57,Excellent,36,15.5,75,41.4,,50,,Excellent,None,4.51 * 4.47 * 2.91,P,Slightly Thick,GIA,1297127793,,,815.184,2203.2,No,Yes,No,Regular,,ISR,ISR,,,,
598953,Round,0.5,J,,VVS1,FR,66.6,60,Very Good,38.5,16,75,41.6,,50,,Good,None,4.90 * 4.80 * 3.23,P,Thick,GIA,1353478925,,,575.64,1151.28,No,Yes,No,Regular,,ISR,ISR,,,,
514926,Round,0.5,K,,SI1,Excellent,61.8,57,Excellent,36.5,16,75,40.6,,50,,Very Good,None,5.10 * 5.07 * 3.15,P,Medium,GIA,6217158938,,,574.56,1149.12,No,Yes,No,Regular,,ISR,ISR,,,,
270287,PEAR,0.5,I,,VVS2,,63.2,61,Very Good,0,0,0,0,,0,,Excellent,None,6.74 * 4.43 * 2.80,P,Slightly Thick,GIA,7356180153,,,578.34,1156.68,No,Yes,No,Regular,,ISR,ISR,,,,
270412,HEART,0.5,K,,IF,,64.2,58,Excellent,0,0,0,0,,0,,Good,None,4.83 * 5.29 * 3.40,P,Medium,GIA,5346951153,,,578.34,1156.68,No,Yes,No,Regular,,ISR,ISR,,,,
584485,Round,0.5,K,,SI1,Excellent,63.3,57,Excellent,36.5,16,80,41.2,,50,,Very Good,None,5.06 * 5.00 * 3.19,P,Medium,GIA,5211159030,,,584.82,1169.64,No,Yes,No,Regular,,ISR,ISR,,,,
512523,Round,0.5,K,,VVS1,Very Good,64.6,56,Excellent,38,17,80,40.2,,50,,Very Good,Strong Blue,4.98 * 4.91 * 3.19,P,Medium,GIA,1359960100,,,605.88,1211.76,No,Yes,No,Regular,,ISR,ISR,,,,
555021,Round,0.5,K,,VVS1,Very Good,57.9,61,Very Good,31.5,12,75,40.4,,45,,Very Good,Medium Blue,5.25 * 5.18 * 3.02,P,Medium,GIA,2213222995,,,605.88,1211.76,No,Yes,No,Regular,,ISR,ISR,,,,
537413,Round,0.5,K,,VVS1,Good,64.7,58,Excellent,37,16,75,41.4,,50,,Very Good,None,4.98 * 4.91 * 3.20,P,Slightly Thick,GIA,2213158768,,,605.88,1211.76,No,Yes,No,Regular,,ISR,ISR,,,,
519975,Round,0.5,K,,SI2,Excellent,63.3,57,Very Good,35,15,80,41.4,,50,,Excellent,None,5.06 * 5.02 * 3.19,P,Medium,GIA,6361485817,,,602.64,1205.28,No,Yes,No,Regular,,ISR,ISR,,,,
505974,Round,0.5,K,,IF,Good,66.2,57,Very Good,38.5,17.5,75,40.2,,50,,Good,None,4.91 * 4.78 * 3.21,P,Medium,GIA,5356365393,,,608.58,1217.16,No,Yes,No,Regular,,ISR,ISR,,,,
528075,Round,0.5,K,,VS1,Excellent,61,60,Excellent,35,14,75,40.8,,50,,Very Good,None,5.11 * 5.07 * 3.11,P,Medium,GIA,7358926034,,,615.6,1231.2,No,Yes,No,Regular,,ISR,ISR,,,,
574465,Round,0.5,K,,VVS2,Excellent,61.5,56,Excellent,34,15,75,40.6,,50,,Excellent,None,5.12 * 5.09 * 3.14,P,Medium,GIA,6362174248,,,623.7,1247.4,No,Yes,No,Regular,,ISR,ISR,,,,
524974,Round,0.5,J,,SI1,Excellent,60.2,60,Excellent,32,12.5,80,41.6,,50,,Excellent,None,5.16 * 5.13 * 3.10,P,Medium,GIA,5356898852,,,736.56,1473.12,No,Yes,No,Regular,,ISR,ISR,,,,
266508,ASSCHER,0.5,E,,SI1,,65,71,Excellent,0,0,0,0,,0,,Excellent,None,4.52 * 4.43 * 2.88,P,Thick,GIA,6342648526,,,757.62,1515.24,No,Yes,No,Regular,,ISR,ISR,,,,
535601,Round,0.5,I,,VVS2,Very Good,65,57,Excellent,37.5,16.5,75,40.8,,50,,Good,Faint Blue,4.96 * 4.91 * 3.21,P,Slightly Thick,GIA,2356739652,,,767.34,1534.68,No,Yes,No,Regular,,ISR,ISR,,,,
279597,MARQUISE,0.5,G,,VVS1,,58,61,Very Good,0,0,0,0,,0,,Very Good,Faint Blue,8.71 * 4.18 * 2.42,P,Medium,GIA,7351567153,,,772.74,1545.48,No,Yes,No,Regular,,ISR,ISR,,,,
728735,Round,0.7,J,,SI2,Good,60.5,57,Very Good,32.5,14,80,40.4,,50,,Good,None,5.77 * 5.70 * 3.47,P,Thin,GIA,7353528772,,,834.624,1192.32,No,Yes,No,Regular,,ISR,ISR,,,,
276334,EMERALD,0.7,I,,VS2,,67.4,61,Excellent,0,0,0,0,,0,,Very Good,Medium Blue,5.77 * 4.27 * 2.88,P,Thick,GIA,3345773012,,,884.52,1263.6,No,Yes,No,Regular,,ISR,ISR,,,,
555509,Round,0.5,I,,VVS2,Excellent,62.7,57,Excellent,34.5,14.5,80,41.6,,50,,Excellent,Faint Blue,5.09 * 5.06 * 3.19,P,Medium,GIA,2211220879,,,845.64,1691.28,No,Yes,No,Regular,,ISR,ISR,,,,
515945,Round,0.5,G,,SI2,Excellent,62.9,56,Excellent,36,16,75,41,,50,,Very Good,None,5.08 * 5.04 * 3.18,P,Medium,GIA,6361485816,,,842.4,1684.8,No,Yes,No,Regular,,ISR,ISR,,,,
543703,Round,0.5,I,,VVS1,Excellent,62.5,61,Very Good,34.5,13.5,75,41.6,,50,,Very Good,None,5.08 * 5.00 * 3.15,P,Thin,GIA,5212159893,,,858.6,1717.2,No,Yes,No,Regular,,ISR,ISR,,,,
591188,Round,0.5,D,,SI2,Excellent,62.4,56,Excellent,35.5,16,75,40.6,,50,,Very Good,None,5.09 * 5.02 * 3.15,P,Thin,GIA,1216158771,,,860.22,1720.44,No,Yes,No,Regular,,ISR,ISR,,,,
541573,Round,0.5,D,,SI1,Very Good,64.2,57,Excellent,38.5,17.5,75,40,,50,,Good,Faint Blue,4.98 * 4.93 * 3.18,P,Slightly Thick,GIA,2367269500,,,899.64,1799.28,No,Yes,No,Regular,,ISR,ISR,,,,
550547,Round,0.51,K,,IF,Very Good,64.7,56,Excellent,37.5,17,75,40.6,,55,,Very Good,Faint Blue,5.02 * 4.95 * 3.23,P,Slightly Thick,GIA,1357897818,,,734.7672,1440.72,No,Yes,No,Regular,,ISR,ISR,,,,
540508,Round,0.51,I,,SI1,Excellent,62.5,56,Excellent,35,15.5,80,40.8,,50,,Excellent,Faint Blue,5.11 * 5.08 * 3.19,P,Slightly Thick,GIA,6351915612,,,784.89,1539,No,Yes,No,Regular,,ISR,ISR,,,,
578301,Round,0.51,F,,SI2,Excellent,62.2,56,Excellent,34,15,80,41,,50,,Excellent,None,5.12 * 5.09 * 3.18,P,Medium,GIA,5353994023,,,812.43,1593,No,Yes,No,Regular,,ISR,ISR,,,,
538102,Round,0.51,I,,SI2,Very Good,63.2,58,Very Good,36.5,15.5,80,40.6,,45,,Very Good,Faint Blue,5.05 * 5.00 * 3.17,P,Slightly Thick,GIA,2213223877,,,543.6396,1065.96,No,Yes,No,Regular,,ISR,ISR,,,,
555898,Round,0.51,J,,SI2,Very Good,59.1,63,Very Good,31,11.5,75,40.6,,50,,Very Good,Faint Blue,5.19 * 5.15 * 3.06,P,Slightly Thick,GIA,2366315371,,,550.8,1080,No,Yes,No,Regular,,ISR,ISR,,,,
513320,Round,0.51,J,,SI1,Excellent,62.8,58,Excellent,35,15,80,41.4,,50,,Excellent,Faint Blue,5.10 * 5.07 * 3.19,P,Medium,GIA,2367304788,,,593.7624,1164.24,No,Yes,No,Regular,,ISR,ISR,,,,
