Vendor SKU,Shape,Carat,Color,Fancy Color Description,Clarity,Cut,Depth,Table Percent,Polish,Crown Angle,Crown Height,Lower Half,Pavlilion Angle,Pavillion Depth,Star Length,Facet,Symmetry,Fluorescence,Measurements,Culet,Girdle,Cert Lab,Cert ID,Cert Lab 2,Cert ID 2,Vendor Price(Total),Vendor Price Per Carat,Memo Flag,Eye Clean,Milky,Brand,Inscription,Country Of Origin,Country of Manufacture ,Pic URL,Canada Mark,Rio Tinto,Comments
7099B,Cushion,3.04,H,,VS1,,61.2,62,Very Good,0,0,,0,,,,Very Good,None,8.67 - 8.26 x 5.05,Very Small,Thin To Very Thick,GIA,2346280292,,,34652.352,11398.8,No,Yes,No,Regular,,ISR,ISR,,,,
7100B,Cushion,3,G,,VS1,,69.4,60,Very Good,0,0,,0,,,,Good,None,8.07 - 8.06 x 5.60,None,Slightly Thick To Extremely Thick,GIA,5343280186,,,35689.5,11896.5,No,Yes,No,Regular,,ISR,ISR,,,,
8002A,Asscher,0.57,E,,VS1,,67.6,63,Excellent,0,0,,0,,,,Very Good,None,4.52 - 4.52 x 3.06,None,Thick To Very Thick,GIA,2346610246,,,1138.9455,1998.15,No,Yes,No,Regular,,ISR,ISR,,,,
8003A,Asscher,0.5,D,,VS1,,63.8,63,Excellent,0,0,,0,,,,Very Good,None,4.44 - 4.39 x 2.80,None,Slightly Thick To Thick,GIA,7341529420,,,1070.475,2140.95,No,Yes,No,Regular,,ISR,ISR,,,,
8005A,Asscher,0.53,D,,VVS1,,65.9,57,Very Good,0,0,,0,,,,Very Good,Faint Blue,4.45 - 4.43 x 2.92,None,Thick To Very Thick,GIA,2347609468,,,1208.1615,2279.55,No,Yes,No,Regular,,ISR,ISR,,,,
8006A,Asscher,0.73,H,,VVS2,,66,76,Very Good,0,0,,0,,,,Good,None,5.13 - 5.05 x 3.33,None,Slightly Thick To Thick,GIA,1152558023,,,1556.7615,2132.55,No,Yes,No,Regular,,ISR,ISR,,,,
8007A,Asscher,0.7,G,,VS1,,65.8,64,Excellent,0,0,,0,,,,Very Good,None,5.09 - 5.06 x 3.33,None,Slightly Thick To Thick,GIA,2226317204,,,1898.505,2712.15,No,Yes,No,Regular,,ISR,ISR,,,,
8008A,Asscher,0.78,F,,VS1,,62.5,64,Excellent,0,0,,0,,,,Very Good,Faint Blue,5.25 - 5.15 x 3.22,None,Thick To Very Thick,GIA,1343610243,,,2193.282,2811.9,No,Yes,No,Regular,,ISR,ISR,,,,
8009A,Asscher,0.71,F,,VVS2,,65,65,Excellent,0,0,,0,,,,Excellent,None,5.18 - 5.07 x 3.30,None,Medium To Slightly Thick,GIA,1217719228,,,2128.4025,2997.75,No,Yes,No,Regular,,ISR,ISR,,,,
8012A,Asscher,0.78,E,,VS1,,65.3,63,Excellent,0,0,,0,,,,Very Good,None,5.33 - 5.23 x 3.41,None,Medium To Slightly Thick,GIA,2208889595,,,2409.498,3089.1,No,Yes,No,Regular,,ISR,ISR,,,,
8012B,Asscher,0.75,E,,VVS2,,67.6,63,Excellent,0,0,,0,,,,Very Good,None,5.09 - 4.93 x 3.33,None,Thick To Very Thick,GIA,7346610242,,,2427.075,3236.1,No,Yes,No,Regular,,ISR,ISR,,,,
8013A,Asscher,0.73,D,,VVS2,,64.1,77,Very Good,0,0,,0,,,,Good,None,5.26 - 5.09 x 3.26,None,Medium To Thick,GIA,2344529408,,,2106.342,2885.4,No,Yes,No,Regular,,ISR,ISR,,,,
8015A,Asscher,0.81,E,,VS1,,65.9,65,Excellent,0,0,,0,,,,Very Good,Faint Blue,5.16 - 5.09 x 3.35,None,Thick,GIA,2166870809,,,2464.749,3042.9,No,Yes,No,Regular,,ISR,ISR,,,,
8016A,Asscher,0.83,E,,VS1,,67.4,64,Excellent,0,0,,0,,,,Excellent,None,5.23 - 5.21 x 3.51,None,Slightly Thick To Thick,GIA,5216978324,,,2638.902,3179.4,No,Yes,No,Regular,,ISR,ISR,,,,
8017A,Asscher,0.89,E,,VS2,,67.8,63,Excellent,0,0,,0,,,,Very Good,Faint Blue,5.29 - 5.20 x 3.53,None,Thick,GIA,7206881823,,,2771.727,3114.3,No,Yes,No,Regular,,ISR,ISR,,,,
8018A,Asscher,0.8,D,,VS2,,68.5,73,Very Good,0,0,,0,,,,Very Good,None,5.27 - 5.24 x 3.59,None,Extremely Thin To Very Thick ,GIA,16972532,,,2543.52,3179.4,No,Yes,No,Regular,,ISR,ISR,,,,
8019A,Asscher,0.84,D,,VS1,,67.2,65,Excellent,0,0,,0,,,,Very Good,None,5.33 - 5.29 x 3.56,None,Medium To Very Thick,GIA,1223551291,,,2797.704,3330.6,No,Yes,No,Regular,,ISR,ISR,,,,
8020A,Asscher,0.8,D,,VVS1,,68.5,71,Very Good,0,0,,0,,,,Very Good,Faint Blue,5.31 - 5.27 x 3.61,None,Medium To Thick,GIA,5346753286,,,2574.6,3218.25,No,Yes,No,Regular,,ISR,ISR,,,,
8021A,Asscher,0.9,G,,VS1,,68.1,62,Excellent,0,0,,0,,,,Very Good,None,5.31 - 5.30 x 3.61,None,Slightly Thick To Thick,GIA,2166215897,,,2989.98,3322.2,No,Yes,No,Regular,,ISR,ISR,,,,
8024A,Asscher,0.91,E,,VS1,,67.7,63,Excellent,0,0,,0,,,,Very Good,None,5.37 - 5.27 x 3.57,None,Thick,GIA,1179806071,,,3242.0115,3562.65,No,Yes,No,Regular,,ISR,ISR,,,,
8025A,Asscher,0.9,D,,VS1,,63.4,63,Excellent,0,0,,0,,,,Excellent,None,5.67 - 5.56 x 3.52,None,Medium To Slightly Thick,GIA,5206709853,,,3675.105,4083.45,No,Yes,No,Regular,,ISR,ISR,,,,
8026A,Asscher,0.91,D,,VVS1,,70,66,Very Good,0,0,,0,,,,Very Good,None,5.50 - 5.38 x 3.76,None,Slightly Thick,GIA,2347932668,,,4454.541,4895.1,No,Yes,No,Regular,,ISR,ISR,,,,
8031A,Asscher,1.04,F,,VS2,,63.2,61,Excellent,0,0,,0,,,,Very Good,None,5.78 - 5.75 x 3.64,None,Slightly Thick,GIA,7342750783,,,4184.544,4023.6,No,Yes,No,Regular,,ISR,ISR,,,,
8033A,Asscher,1.05,F,,VVS2,,68.5,64,Excellent,0,0,,0,,,,Very Good,None,5.64 - 5.60 x 3.84,None,Thin To Thick,GIA,2204043400,,,4610.655,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8035A,Asscher,1.09,F,,VVS2,,66.3,60,Excellent,0,0,,0,,,,Excellent,None,5.79 - 5.76 x 3.82,None,Slightly Thick,GIA,1209844437,,,4951.107,4542.3,No,Yes,No,Regular,,ISR,ISR,,,,
8036A,Asscher,1.01,E,,SI1,,63.1,59,Very Good,0,0,,0,,,,Very Good,None,5.70 - 5.60 x 3.53,None,Slightly Thick To Thick,GIA,2347609489,,,3797.6505,3760.05,No,Yes,No,Regular,,ISR,ISR,,,,
8037A,Asscher,1.03,E,,SI1,,67.5,63,Excellent,0,0,,0,,,,Very Good,None,5.64 - 5.54 x 3.74,None,Thick,GIA,2165723429,,,3872.8515,3760.05,No,Yes,No,Regular,,ISR,ISR,,,,
8038A,Asscher,1.09,E,,VS1,,64.2,68,Very Good,0,0,,0,,,,Very Good,None,5.88 - 5.81 x 3.73,None,Slightly Thick To Thick,GIA,5161790887,,,4786.299,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8039A,Asscher,1.04,E,,VS1,,66.7,63,Very Good,0,0,,0,,,,Excellent,None,5.68 - 5.65 x 3.77,None,Thick,GIA,2165795326,,,4566.744,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8040B,Asscher,1.07,E,,VVS2,,68.1,70,Excellent,0,0,,0,,,,Very Good,None,5.73 - 5.62 x 3.83,None,Slightly Thick To Thick,GIA,1343280086,,,5235.51,4893,No,Yes,No,Regular,,ISR,ISR,,,,
8041A,Asscher,1.02,E,,VVS2,,57.8,71,Very Good,0,0,,0,,,,Excellent,None,6.08 - 6.02 x 3.48,None,Medium To Slightly Thick,GIA,3175392464,,,4990.86,4893,No,Yes,No,Regular,,ISR,ISR,,,,
8042B,Asscher,1,E,,VVS1,,62.9,61,Excellent,0,0,,0,,,,Very Good,None,5.57 - 5.57 x 3.50,None,Thick To Very Thick,GIA,2146095352,,,5412.75,5412.75,No,Yes,No,Regular,,ISR,ISR,,,,
8043A,Asscher,1.01,E,,VVS1,,62.8,63,Excellent,0,0,,0,,,,Good,None,5.76 - 5.67 x 3.56,None,Thin To Medium,GIA,14138728,,,5168.877,5117.7,No,Yes,No,Regular,,ISR,ISR,,,,
8044A,Asscher,1.15,D,,VS2,,68.3,65,Excellent,0,0,,0,,,,Very Good,None,5.74 - 5.64 x 3.85,None,Thick To Very Thick,GIA,2161688770,,,5049.765,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8045A,Asscher,1.06,D,,VS2,,63.4,73,Excellent,0,0,,0,,,,Very Good,None,5.83 - 5.77 x 3.66,None,Very Thick,GIA,2155760615,,,4654.566,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8046A,Asscher,1.02,D,,VS2,,67.3,65,Excellent,0,0,,0,,,,Very Good,None,5.56 - 5.54 x 3.73,None,Thick To Very Thick,GIA,1156743889,,,4478.922,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
8048A,Asscher,1.01,D,,VS1,,65.2,69,Very Good,0,0,,0,,,,Excellent,Faint Blue,5.57 - 5.53 x 3.60,None,Thick,GIA,6342750763,,,4202.7615,4161.15,No,Yes,No,Regular,,ISR,ISR,,,,
8050A,Asscher,1.01,D,,VVS2,,66.2,57,Excellent,0,0,,0,,,,Excellent,None,5.88 - 5.70 x 3.78,None,Thin,GIA,6342750753,,,5964.252,5905.2,No,Yes,No,Regular,,ISR,ISR,,,,
8053A,Asscher,1.2,E,,VVS2,,67.4,65,Excellent,0,0,,0,,,,Excellent,Faint Blue,5.89 - 5.76 x 3.89,None,Thick,GIA,1169187728,,,6478.92,5399.1,No,Yes,No,Regular,,ISR,ISR,,,,
8054A,Asscher,1.2,D,,VS1,,68,63,Excellent,0,0,,0,,,,Very Good,None,5.97 - 5.88 x 4.00,None,Medium,GIA,2156209459,,,6434.82,5362.35,No,Yes,No,Regular,,ISR,ISR,,,,
8056A,Asscher,1.31,D,,VS2,,68.5,63,Excellent,0,0,,0,,,,Very Good,None,6.02 - 5.93 x 4.06,None,Thick,GIA,1205386165,,,7140.2205,5450.55,No,Yes,No,Regular,,ISR,ISR,,,,
8057A,Asscher,1.31,D,,VS1,,67.9,64,Excellent,0,0,,0,,,,Very Good,None,5.99 - 5.98 x 4.06,None,Thick,GIA,1199414682,,,7548.744,5762.4,No,Yes,No,Regular,,ISR,ISR,,,,
8058A,Asscher,1.38,D,,VS1,,68.1,64,Excellent,0,0,,0,,,,Very Good,None,6.15 - 6.02 x 4.10,None,Thick,GIA,1205697178,,,8172.36,5922,No,Yes,No,Regular,,ISR,ISR,,,,
8059A,Asscher,1.42,G,,VS2,,67.2,62,Excellent,0,0,,0,,,,Very Good,None,6.18 - 6.18 x 4.15,None,Slightly Thick To Thick,GIA,1208437574,,,6523.125,4593.75,No,Yes,No,Regular,,ISR,ISR,,,,
8061A,Asscher,1.52,G,,VVS2,,66.5,64,Excellent,0,0,,0,,,,Excellent,None,6.37 - 6.36 x 4.23,None,Slightly Thick,GIA,5176823362,,,9580.788,6303.15,No,Yes,No,Regular,,ISR,ISR,,,,
8064B,Asscher,1.51,E,,VS1,,67.2,64,Excellent,0,0,,0,,,,Very Good,None,6.34 - 6.31 x 4.23,None,Thick,GIA,2344609494,,,10288.3095,6813.45,No,Yes,No,Regular,,ISR,ISR,,,,
8064D,Asscher,1.5,E,,VVS1,,68.4,74,Very Good,0,0,,0,,,,Very Good,None,6.44 - 6.37 x 4.36,None,Thick To Very Thick,GIA,6345259784,,,12773.25,8515.5,No,Yes,No,Regular,,ISR,ISR,,,,
8066A,Asscher,1.77,G,,VVS2,,67.2,63,Excellent,0,0,,0,,,,Excellent,None,6.72 - 6.71 x 4.51,None,Thick,GIA,2156840010,,,12595.0545,7115.85,No,Yes,No,Regular,,ISR,ISR,,,,
8067A,Asscher,1.75,D,,VVS1,,65.9,65,Very Good,0,0,,0,,,,Excellent,None,6.84 - 6.82 x 4.49,None,Slightly Thick To Thick,GIA,1159691951,,,18150.825,10371.9,No,Yes,No,Regular,,ISR,ISR,,,,
8068A,Asscher,1.8,G,,VS1,,67.8,64,Excellent,0,0,,0,,,,Excellent,None,6.66 - 6.62 x 4.49,None,Slightly Thick,GIA,2186042049,,,12965.4,7203,No,Yes,No,Regular,,ISR,ISR,,,,
8072A,Asscher,2.03,D,,VS2,,67.2,63,Excellent,0,0,,0,,,,Very Good,None,7.06 - 6.96 x 4.68,None,Extremely Thin To Thick ,GIA,2151648541,,,19737.69,9723,No,Yes,No,Regular,,ISR,ISR,,,,
8074A,Asscher,3.01,G,,VS1,,66.1,77,Excellent,0,0,,0,,,,Very Good,None,8.36 - 8.12 x 5.37,None,Slightly Thick To Thick,GIA,1159229243,,,39063.78,12978,No,Yes,No,Regular,,ISR,ISR,,,,
8075B,Asscher,3.04,F,,VVS2,,66.7,65,Excellent,0,0,,0,,,,Very Good,None,8.03 - 7.99 x 5.33,None,Slightly Thick,GIA,1349280294,,,47343.744,15573.6,No,Yes,No,Regular,,ISR,ISR,,,,
8076A,Asscher,3.04,D,,VS1,,68,65,Excellent,0,0,,0,,,,Excellent,None,8.00 - 7.83 x 5.32,None,Thick To Very Thick,GIA,2156144089,,,50532.552,16622.55,No,Yes,No,Regular,,ISR,ISR,,,,
8502A,RA,0.35,E,,VS1,,62.1,71,Good,0,0,,0,,,,Good,None,4.19 - 4.03 x 2.50,None,Slightly Thick To Very Thick,GIA,6345606859,,,366.765,1047.9,No,Yes,No,Regular,,ISR,ISR,,,,
8503A,RA,0.41,G,,VS1,,69.3,79,Good,0,0,,0,,,,Good,None,4.45 - 4.00 x 2.77,None,Very Thin To Very Thick,GIA,6167973545,,,505.407,1232.7,No,Yes,No,Regular,,ISR,ISR,,,,
8504A,RA,0.41,E,,VS1,,61,79,Very Good,0,0,,0,,,,Good,None,4.79 - 4.25 x 2.59,None,Very Thin To Slightly Thick,GIA,5151685823,,,585.48,1428,No,Yes,No,Regular,,ISR,ISR,,,,
8507A,RA,0.5,G,,VS1,,64.7,75,Very Good,0,0,,0,,,,Very Good,None,4.97 - 4.57 x 2.96,None,Thin To Very Thick,GIA,6212535275,,,830.55,1661.1,No,Yes,No,Regular,,ISR,ISR,,,,
8508A,RA,0.52,G,,VS1,,63.4,76,Very Good,0,0,,0,,,,Very Good,None,4.78 - 4.64 x 2.94,None,Slightly Thick To Thick,GIA,3185953264,,,863.772,1661.1,No,Yes,No,Regular,,ISR,ISR,,,,
8510A,RA,0.5,F,,VS1,,66.7,75,Excellent,0,0,,0,,,,Good,None,5.18 - 4.35 x 2.90,None,Thin To Thick,GIA,2188402776,,,843.675,1687.35,No,Yes,No,Regular,,ISR,ISR,,,,
8511A,RA,0.57,E,,SI1,,70.2,70,Excellent,0,0,,0,,,,Very Good,None,4.84 - 4.46 x 3.13,None,Slightly Thick,GIA,2161337801,,,907.326,1591.8,No,Yes,No,Regular,,ISR,ISR,,,,
8512A,RA,0.52,E,,VS1,,64.7,64,Excellent,0,0,,0,,,,Very Good,None,5.53 - 4.19 x 2.71,None,Thin To Thick,GIA,7208472122,,,1007.916,1938.3,No,Yes,No,Regular,,ISR,ISR,,,,
8513A,RA,0.5,E,,VS1,,64.4,71,Excellent,0,0,,0,,,,Very Good,None,5.30 - 4.22 x 2.72,None,Medium To Slightly Thick,GIA,6225628129,,,969.15,1938.3,No,Yes,No,Regular,,ISR,ISR,,,,
8514A,RA,0.5,E,,VS1,,65.8,66,Excellent,0,0,,0,,,,Good,None,5.16 - 4.07 x 2.68,None,Thick,GIA,1166468584,,,908.25,1816.5,No,Yes,No,Regular,,ISR,ISR,,,,
8515A,RA,0.59,E,,VVS1,,71.8,68,Very Good,0,0,,0,,,,Good,None,4.63 - 4.53 x 3.26,None,Thick,GIA,6345606813,,,1102.71,1869,No,Yes,No,Regular,,ISR,ISR,,,,
8516A,RA,0.5,D,,SI1,,67.8,65,Very Good,0,0,,0,,,,Very Good,None,5.22 - 4.12 x 2.79,None,Thin To Slightly Thick,GIA,6173887956,,,878.85,1757.7,No,Yes,No,Regular,,ISR,ISR,,,,
8517A,RA,0.5,D,,VS2,,68,60,Excellent,0,0,,0,,,,Very Good,None,4.85 - 4.15 x 2.82,None,Thin To Thick,GIA,2156193621,,,969.15,1938.3,No,Yes,No,Regular,,ISR,ISR,,,,
8518A,RA,0.54,D,,VS1,,61.2,69,Very Good,0,0,,0,,,,Very Good,Faint Blue,5.14 - 4.41 x 2.70,None,Slightly Thick To Very Thick,GIA,6341609527,,,1051.218,1946.7,No,Yes,No,Regular,,ISR,ISR,,,,
8519A,RA,0.55,D,,VS1,,64,67,Excellent,0,0,,0,,,,Very Good,Faint Blue,4.82 - 4.78 x 3.06,None,Medium To Thick,GIA,6345610109,,,1070.685,1946.7,No,Yes,No,Regular,,ISR,ISR,,,,
8520A,RA,0.61,F,,VS2,,63.7,68,Excellent,0,0,,0,,,,Very Good,None,4.97 - 4.94 x 3.15,None,Medium To Thick,GIA,1243708965,,,1108.065,1816.5,No,Yes,No,Regular,,ISR,ISR,,,,
8521A,RA,0.61,E,,VS1,,67.9,71,Very Good,0,0,,0,,,,Very Good,None,4.87 - 4.82 x 3.27,None,Medium To Slightly Thick,GIA,6252116824,,,1293.1695,2119.95,No,Yes,No,Regular,,ISR,ISR,,,,
8522A,RA,0.61,D,,SI1,,67,76,Good,0,0,,0,,,,Good,Faint Blue,5.02 - 4.66 x 3.12,None,Thin To Very Thick,GIA,2165724413,,,956.907,1568.7,No,Yes,No,Regular,,ISR,ISR,,,,
8523A,RA,0.63,D,,VS2,,67.2,67,Excellent,0,0,,0,,,,Very Good,Faint Blue,5.67 - 4.58 x 3.08,None,Medium To Slightly Thick,GIA,2176311357,,,1278.018,2028.6,No,Yes,No,Regular,,ISR,ISR,,,,
8524A,RA,0.62,D,,VVS1,,60.5,64,Very Good,0,0,,0,,,,Very Good,None,5.23 - 5.06 x 3.06,None,Medium To Slightly Thick,GIA,2347830511,,,1550.031,2500.05,No,Yes,No,Regular,,ISR,ISR,,,,
8525A,RA,0.7,H,,VS1,,67.4,67,Excellent,0,0,,0,,,,Very Good,None,5.57 - 4.49 x 3.02,None,Thick To Very Thick,GIA,7348529402,,,1598.625,2283.75,No,Yes,No,Regular,,ISR,ISR,,,,
8526A,RA,0.71,G,,VS2,,67.6,64,Excellent,0,0,,0,,,,Excellent,Faint Blue,5.77 - 4.47 x 3.03,None,Thick,GIA,6212924341,,,1769.0715,2491.65,No,Yes,No,Regular,,ISR,ISR,,,,
8527A,RA,0.75,G,,VS1,,67.5,65,Excellent,0,0,,0,,,,Very Good,None,5.76 - 4.60 x 3.10,None,Thick To Very Thick,GIA,2218826010,,,1972.6875,2630.25,No,Yes,No,Regular,,ISR,ISR,,,,
8528A,RA,0.75,F,,VS2,,65,66,Very Good,0,0,,0,,,,Very Good,None,5.86 - 4.66 x 3.03,None,Slightly Thick To Thick,GIA,6222059824,,,1972.6875,2630.25,No,Yes,No,Regular,,ISR,ISR,,,,
8531A,RA,0.73,E,,SI2,,66.4,71,Excellent,0,0,,0,,,,Good,None,5.96 - 4.51 x 2.99,None,Thick To Very Thick,GIA,6157668655,,,1468.614,2011.8,No,Yes,No,Regular,,ISR,ISR,,,,
8532A,RA,0.73,E,,VS2,,60.5,69,Very Good,0,0,,0,,,,Very Good,None,5.88 - 4.80 x 2.91,None,Thick To Very Thick,GIA,7341529547,,,1957.641,2681.7,No,Yes,No,Regular,,ISR,ISR,,,,
8533A,RA,0.7,E,,VS1,,59.7,66,Very Good,0,0,,0,,,,Good,None,5.94 - 5.02 x 3.00,None,Very Thin To Medium,GIA,2346753449,,,1716.96,2452.8,No,Yes,No,Regular,,ISR,ISR,,,,
8533B,RA,0.73,E,,VS1,,68.2,67,Very Good,0,0,,0,,,,Good,None,5.52 - 4.94 x 3.37,None,Medium To Slightly Thick,GIA,2344845403,,,1790.544,2452.8,No,Yes,No,Regular,,ISR,ISR,,,,
8535A,RA,0.75,E,,VS1,,68.6,70,Very Good,0,0,,0,,,,Very Good,None,6.04 - 4.86 x 3.34,None,Very Thin To Very Thick,GIA,5223807270,,,2044.35,2725.8,No,Yes,No,Regular,,ISR,ISR,,,,
8536A,RA,0.7,E,,VVS2,,68.5,70,Excellent,0,0,,0,,,,Very Good,None,5.97 - 4.65 x 3.19,None,Thin To Thick,GIA,6127680918,,,2131.5,3045,No,Yes,No,Regular,,ISR,ISR,,,,
8537A,RA,0.7,D,,VS2,,69.3,66,Very Good,0,0,,0,,,,Good,None,5.55 - 4.66 x 3.23,None,Medium To Thick,GIA,6345529511,,,1748.565,2497.95,No,Yes,No,Regular,,ISR,ISR,,,,
8538A,RA,0.73,D,,VS1,,68,73,Very Good,0,0,,0,,,,Very Good,None,5.90 - 4.40 x 2.99,None,Very Thick,GIA,7238868178,,,2153.865,2950.5,No,Yes,No,Regular,,ISR,ISR,,,,
8539A,RA,0.75,D,,VS1,,67.4,65,Very Good,0,0,,0,,,,Very Good,None,5.14 - 5.10 x 3.44,None,Slightly Thick To Thick,GIA,1207710731,,,2212.875,2950.5,No,Yes,No,Regular,,ISR,ISR,,,,
8540A,RA,0.7,D,,VVS2,,61,76,Very Good,0,0,,0,,,,Good,None,5.81 - 4.99 x 3.04,None,Extremely Thin To Slightly Thick,GIA,15174102,,,1811.04,2587.2,No,Yes,No,Regular,,ISR,ISR,,,,
8541A,RA,0.81,F,,VS1,,67.8,72,Excellent,0,0,,0,,,,Very Good,None,5.31 - 5.09 x 3.45,None,Thick To Very Thick,GIA,2247876008,,,2383.101,2942.1,No,Yes,No,Regular,,ISR,ISR,,,,
8542A,RA,0.8,F,,VS1,,67.9,64,Excellent,0,0,,0,,,,Very Good,None,5.34 - 5.17 x 3.51,None,Slightly Thick To Very Thick,GIA,6195582357,,,2353.68,2942.1,No,Yes,No,Regular,,ISR,ISR,,,,
8543A,RA,0.8,E,,VS2,,68.5,70,Excellent,0,0,,0,,,,Very Good,None,6.00 - 4.86 x 3.33,None,Thin To Thick,GIA,6172145889,,,2353.68,2942.1,No,Yes,No,Regular,,ISR,ISR,,,,
8544A,RA,0.81,E,,VS1,,68.3,71,Very Good,0,0,,0,,,,Good,None,6.02 - 5.07 x 3.46,None,Very Thin To Thick,GIA,7218172241,,,2391.606,2952.6,No,Yes,No,Regular,,ISR,ISR,,,,
8545A,RA,0.92,G,,VS2,,64.2,70,Very Good,0,0,,0,,,,Very Good,None,6.32 - 5.31 x 3.41,None,Thin To Slightly Thick,GIA,6187095455,,,2806.23,3050.25,No,Yes,No,Regular,,ISR,ISR,,,,
8546A,RA,0.9,G,,VS1,,68.5,73,Very Good,0,0,,0,,,,Very Good,None,6.18 - 5.17 x 3.54,None,Medium To Thick,GIA,2197539572,,,2802.87,3114.3,No,Yes,No,Regular,,ISR,ISR,,,,
8548A,RA,0.9,F,,VVS2,,64.9,78,Very Good,0,0,,0,,,,Good,None,6.09 - 5.40 x 3.50,None,Thin To Slightly Thick,GIA,6341753476,,,2785.86,3095.4,No,Yes,No,Regular,,ISR,ISR,,,,
8549A,RA,0.94,E,,VS2,,68.4,66,Excellent,0,0,,0,,,,Very Good,None,6.13 - 4.91 x 3.36,None,Slightly Thick To Thick,GIA,2161334046,,,3111.024,3309.6,No,Yes,No,Regular,,ISR,ISR,,,,
8550A,RA,0.93,E,,VS1,,58.8,64,Excellent,0,0,,0,,,,Excellent,Faint Blue,6.15 - 5.60 x 3.29,None,Very Thick,GIA,16006884,,,2987.1135,3211.95,No,Yes,No,Regular,,ISR,ISR,,,,
8551A,RA,0.91,E,,VS1,,69.2,71,Excellent,0,0,,0,,,,Excellent,None,6.24 - 5.14 x 3.56,None,Medium To Slightly Thick,GIA,2347529503,,,3294.564,3620.4,No,Yes,No,Regular,,ISR,ISR,,,,
8552A,RA,0.95,D,,SI1,,66.6,66,Excellent,0,0,,0,,,,Excellent,Faint Blue,6.27 - 5.07 x 3.38,None,Slightly Thick To Thick,GIA,2156048038,,,3144.12,3309.6,No,Yes,No,Regular,,ISR,ISR,,,,
8555B,RA,0.94,D,,VVS2,,69.4,65,Excellent,0,0,,0,,,,Very Good,None,6.52 - 5.25 x 3.64,None,Medium To Thick,GIA,6345538023,,,3891.741,4140.15,No,Yes,No,Regular,,ISR,ISR,,,,
8556A,RA,1.03,H,,SI2,,67.4,67,Excellent,0,0,,0,,,,Very Good,None,6.34 - 5.25 x 3.54,None,Extremely Thin To Very Thick ,GIA,2347750361,,,2778.3735,2697.45,No,Yes,No,Regular,,ISR,ISR,,,,
8558A,RA,1.05,G,,SI1,,67.8,66,Excellent,0,0,,0,,,,Very Good,None,5.74 - 5.56 x 3.77,None,Thick,GIA,1166414255,,,3490.515,3324.3,No,Yes,No,Regular,,ISR,ISR,,,,
8562A,RA,1.01,G,,VS1,,68.1,70,Excellent,0,0,,0,,,,Very Good,None,5.51 - 5.49 x 3.74,None,Thick To Very Thick,GIA,6167321333,,,3860.22,3822,No,Yes,No,Regular,,ISR,ISR,,,,
8563A,RA,1.01,F,,SI2,,68,77,Very Good,0,0,,0,,,,Good,None,6.59 - 5.35 x 3.64,None,Extremely Thin To Medium,GIA,6341749777,,,3080.7525,3050.25,No,Yes,No,Regular,,ISR,ISR,,,,
8565A,RA,1.02,F,,VS1,,67.3,67,Excellent,0,0,,0,,,,Very Good,None,6.36 - 5.11 x 3.44,None,Thick,GIA,6167340558,,,4086.936,4006.8,No,Yes,No,Regular,,ISR,ISR,,,,
8566A,RA,1,F,,VVS1,,68.6,73,Very Good,0,0,,0,,,,Good,None,5.67 - 5.61 x 3.85,None,Slightly Thick To Thick,GIA,5201798329,,,4101.3,4101.3,No,Yes,No,Regular,,ISR,ISR,,,,
8570A,RA,1,D,,VS1,,63.9,67,Very Good,0,0,,0,,,,Good,None,6.37 - 5.51 x 3.52,None,Thin To Slightly Thick,GIA,6207798333,,,3841.95,3841.95,No,Yes,No,Regular,,ISR,ISR,,,,
8571A,RA,1.01,D,,VS1,,67.3,67,Excellent,0,0,,0,,,,Very Good,None,5.64 - 5.59 x 3.76,None,Thick,GIA,1348529286,,,4688.4705,4642.05,No,Yes,No,Regular,,ISR,ISR,,,,
8572A,RA,1.02,D,,VS1,,67.2,68,Excellent,0,0,,0,,,,Excellent,None,6.62 - 5.19 x 3.49,None,Medium To Thick,GIA,1162216449,,,5061.546,4962.3,No,Yes,No,Regular,,ISR,ISR,,,,
8573A,RA,1.21,F,,SI1,,63.3,71,Very Good,0,0,,0,,,,Very Good,None,6.48 - 5.88 x 3.72,None,Very Thin To Extremely Thick,GIA,6345749828,,,4893.966,4044.6,No,Yes,No,Regular,,ISR,ISR,,,,
8574A,RA,1.21,D,,VS1,,65.1,70,Excellent,0,0,,0,,,,Very Good,None,6.71 - 5.77 x 3.76,None,Slightly Thick To Thick,GIA,1343749838,,,6488.4435,5362.35,No,Yes,No,Regular,,ISR,ISR,,,,
8572P,RA,1.18,D,,IF,,67.2,66,Excellent,0,0,,0,,,,Very Good,None,7.11 - 5.57 x 3.75,None,Medium To Thick,GIA,6204798337,,,10209.36,8652,No,Yes,No,Regular,,ISR,ISR,,,,
8573H,RA,1.21,F,,VS1,,67,69,Excellent,0,0,,0,,,,Very Good,None,6.75 - 5.82 x 3.90,None,Medium To Slightly Thick,GIA,7198996700,,,5699.463,4710.3,No,Yes,No,Regular,,ISR,ISR,,,,
